,0
1826,"Silent and swift in its four-winged flight, it bites down on its prey before they realize what’s happening. In a heartbeat, it drains their blood."
1827,"Its fangs are so sharp, if it bites you in the dark and sucks your blood, you won’t notice any pain or realize you’ve been bitten."
1828,"If this POKéMON is flying by fluttering only a pair of wings on either the forelegs or hind legs, it’s proof that CROBAT has been flying a long distance. It switches the wings it uses if it is tired."
1829,"As a result of its pursuit of faster, yet more silent flight, a new set of wings grew on its hind legs."
1830,It flies so silently through the dark on its four wings that it may not be noticed even when nearby.
1831,Having four wings allows it to fly more quickly and quietly so it can sneak up on prey without its noticing.
1832,WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This POKéMON rides the winds and flies as if it were skating across the sky.
1833,"Catching sea winds with its long wings, it soars as if it were a glider. It folds its wings to rest."
1834,It soars on updrafts without flapping its wings. It makes a nest on sheer cliffs at the sea’s edge.
1835,It builds nests in cliffs by the sea. It circles the skies above the ocean looking for its favorite food—Wishiwashi.
1836,Wingull has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This Pokémon rides the winds and flies as if it were skating across the sky.
1837,WINGULL rides updrafts rising from the sea by extending its long and narrow wings to glide. This POKéMON’s long beak is useful for catching prey.
1838,"Fishermen keep an eye out for Wingull in the sky, because wherever they’re circling, the ocean is sure to be teeming with fish Pokémon."
1839,"It makes its nest on a sheer cliff at the edge of the sea. It has trouble keeping its wings flapping in flight. Instead, it soars on updrafts."
1840,"It rides upon ocean winds as if it were a glider. In the winter, it hides food around its nest."
1841,Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey.
1842,"It makes its nest on sheer cliffs. Riding the sea breeze, it glides up into the expansive skies."
1843,"It soars high in the sky, riding on updrafts like a glider. It carries food tucked in its bill."
1844,Its hollow bones enhance its lightness. It spreads its wings to the wind and soars away into the sky.
1845,"It makes its nest on steep sea cliffs. Riding updrafts, it soars to great heights."
1846,"With its long, thin wings, it catches updrafts and flies like a glider high up into the sky."
1847,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks."
1848,"It approaches its enemies at the speed of lightning, then tears them limb from limb with its sharp claws."
1849,"The longer and bigger its tusks, the higher its rank in its herd. The tusks take long to grow."
1850,"DONPHAN’s favorite attack is curling its body into a ball, then charging at its foe while rolling at high speed. Once it starts rolling, this POKéMON can’t stop very easily."
1851,"Donphan’s favorite attack is curling its body into a ball, then charging at its foe while rolling at high speed. Once it starts rolling, this Pokémon can’t stop very easily."
1852,"If DONPHAN were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the POKéMON helps clear rock and mud slides that block mountain trails."
1853,"It attacks by curling up, then rolling into its foe. It can blow apart a house in one hit."
1854,It attacks by curling up then rolling into its foe. It can blow apart a house in one hit.
1855,"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house."
1856,"It has sharp, hard tusks and a rugged hide. Its Tackle is strong enough to knock down a house."
1857,A DONPHAN is so strong it can easily haul a dump truck. Its hide has toughened to a rock-hard state. An ordinary sort of attack won’t even leave a scratch.
1858,"Because this POKéMON's skin is so tough, a normal attack won't even leave a scratch on it."
1859,"If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokémon helps clear rock and mud slides that block mountain trails."
1860,"The longer and bigger its tusks, the higher its rank in its herd. The tusks take a long time to grow."
1861,"It has sharp, hard tusks and a rugged hide. Its tackle is strong enough to knock down a house."
1862,It is timid and clusters together with others. The fluid secreted by its feet indicates its location.
1863,"It is so timid, it can’t move if it isn’t with a swarm of others. It conveys its feelings with scent."
1864,LEDYBA secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This POKéMON conveys its feelings to others by altering the fluid’s scent.
1865,"When the weather turns cold, lots of LEDYBA gather from everywhere to cluster and keep each other warm."
1866,These very cowardly Pokémon join together and use Reflect to protect their nest.
1867,"This Pokémon is very sensitive to cold. In the warmth of Alola, it appears quite lively."
1868,It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group.
